symbol,date,market_capitalization,market_cap_growth,enterprise_value,pe_ratio,ps_ratio,pb_ratio,p_over_fcf_ratio,p_over_ocf_ratio,ev_over_sales_ratio,ev_over_ebitda_ratio,ev_over_ebit_ratio,ev_over_fcf_ratio,current_ratio,asset_turnover,return_on_equity_roe,return_on_assets_roa,return_on_capital_roic,earnings_yield,fcf_yield,buyback_yield_or_dilution,total_shareholder_return,debt_or_equity_ratio,debt_or_ebitda_ratio,debt_or_fcf_ratio,dividend_yield,payout_ratio,revenue,revenue_growth_yoy,gross_profit,selling_general_and_admin,other_operating_expenses,operating_expenses,operating_income,pretax_income,income_tax,net_income,preferred_dividends,net_income_common,net_income_growth,shares_outstanding_basic,shares_outstanding_diluted,shares_change,eps_basic,eps_diluted,eps_growth,free_cash_flow_per_share,gross_margin,operating_margin,profit_margin,free_cash_flow_margin,effective_tax_rate,ebitda,ebitda_margin,depreciation_and_amortization,ebit,ebit_margin
NMR,2014-01-01,21822.0,8.55,211421.0,11.64,1.63,0.97,20.6,33.97,15.8,59.73,73.36,199.59,,0.04,8.6,0.5,0.5,8.59,4.85,0.18,2.14,9.0,57.44,191.93,2.32,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMR,2013-01-01,23861.0,5.56,257986.0,11.49,1.58,0.98,5.85,5.37,17.05,60.57,73.99,63.23,,0.04,8.9,0.5,0.6,8.7,17.1,1.3,1.02,10.32,59.2,61.8,2.32,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMR,2012-01-01,22604.0,42.34,259941.0,19.86,1.17,0.93,5.01,3.87,13.5,74.03,102.34,57.59,,0.05,4.9,0.3,0.4,5.04,19.97,1.74,0.49,10.35,71.77,55.84,1.25,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XP,2022-01-01,8583.0,46.58,19868.0,12.69,3.4,2.67,19.48,19.12,7.87,25.94,27.33,45.1,,0.08,21.6,2.0,1.7,7.88,5.13,0.09,0.09,3.71,15.61,27.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XP,2021-01-01,16067.0,26.6,23965.0,24.93,7.41,6.21,27.22,28.39,11.05,31.94,33.81,40.6,,0.1,27.6,2.8,2.3,4.01,3.67,1.32,1.32,3.22,11.12,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XP,2020-01-01,21890.0,2.99,32026.0,54.82,13.96,10.45,58.15,54.14,20.43,63.75,67.45,85.08,,0.11,23.5,2.8,2.1,1.82,1.72,,,5.02,20.93,27.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XP,2019-01-01,21255.0,,27784.0,78.69,16.58,11.89,24.63,25.16,21.67,64.98,68.62,32.19,,0.17,23.4,3.5,3.3,1.27,4.06,,,3.67,15.33,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XP,2018-01-01,,,3287.0,,,,,,4.31,16.74,17.99,45.66,,0.24,28.6,3.7,3.5,,,,,6.15,16.83,45.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEF,2022-01-01,8699.0,5.73,28422.0,11.19,1.46,0.85,5.5,4.82,4.75,22.76,26.83,17.98,,0.11,7.5,1.4,1.4,8.93,18.17,6.75,9.91,2.97,24.33,19.22,3.16,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEF,2021-01-01,9228.0,58.94,29554.0,5.53,1.15,0.87,6.51,5.83,3.69,12.34,13.13,20.86,,0.14,16.4,2.9,2.9,18.07,15.35,3.87,6.26,3.04,13.4,22.66,2.39,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEF,2020-01-01,5806.0,7.36,27470.0,7.54,0.99,0.62,3.09,2.82,4.7,22.7,25.58,14.62,,0.11,8.2,1.5,1.5,13.26,32.35,14.82,17.46,3.33,25.88,16.68,2.64,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEF,2019-01-01,6267.0,33.59,27785.0,6.53,1.61,0.65,5.91,7.57,7.14,39.82,48.92,26.21,,0.08,9.7,2.0,0.9,15.31,16.91,15.83,24.32,3.13,42.99,28.29,8.49,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEF,2017-01-01,9438.0,12.75,21596.0,56.39,2.32,0.93,13.61,11.97,5.3,22.04,23.6,31.15,,0.09,1.6,0.4,1.6,1.77,7.35,1.04,2.27,1.78,18.38,25.98,1.23,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEF,2016-01-01,8371.0,32.84,19430.0,66.47,2.76,0.83,23.1,14.62,6.4,60.13,77.25,53.61,,0.07,1.2,0.3,0.5,1.5,4.33,0.64,1.71,1.55,48.66,43.39,1.08,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEF,2015-01-01,6301.0,23.72,20498.0,22.54,0.58,0.61,6.09,8.27,1.88,30.08,40.24,19.81,,0.22,2.7,0.6,0.8,4.44,16.42,1.65,3.1,1.79,27.27,17.96,1.44,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEF,2014-01-01,8260.0,20.04,20456.0,40.43,0.72,0.8,5.38,8.37,1.78,32.21,41.3,13.32,,0.22,2.0,0.4,0.8,2.47,18.6,1.07,0.05,1.93,31.36,12.97,1.12,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEF,2013-01-01,10331.0,77.55,22014.0,27.98,0.99,1.02,18.43,14.71,2.11,30.03,37.06,39.27,,0.22,3.7,0.8,1.1,3.57,5.43,49.04,48.16,1.9,26.2,34.26,0.88,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEF,2012-01-01,5819.0,4.62,5750.0,6.81,0.62,0.86,10.13,9.01,0.61,3.47,3.87,10.02,1.97,1.05,13.4,9.6,17.5,14.69,9.87,,1.05,0.26,1.06,3.05,1.05,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLI,2021-01-01,5915.0,28.98,5278.0,13.51,2.61,4.1,8.13,8.03,2.33,7.72,8.75,7.25,,0.87,30.2,16.8,76.7,7.4,12.31,0.6,2.58,0.14,0.29,0.27,1.98,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLI,2020-01-01,4586.0,34.2,3914.0,14.66,3.01,3.32,8.11,7.91,2.57,8.75,9.56,6.92,,0.76,24.1,15.5,53.8,6.82,12.34,4.48,2.54,0.13,0.39,0.31,1.95,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLI,2019-01-01,3417.0,13.94,3195.0,18.59,2.95,3.47,12.8,11.88,2.76,11.51,13.56,11.97,,0.77,19.8,12.1,39.8,5.38,7.81,0.18,2.57,0.16,0.57,0.6,2.38,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLI,2018-01-01,2999.0,2.07,2722.0,18.85,2.77,3.37,13.79,13.37,2.51,11.4,12.13,12.51,,0.86,18.8,12.6,90.8,5.31,7.25,0.72,3.09,0.01,0.04,0.04,2.37,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLI,2017-01-01,2938.0,27.83,2650.0,17.06,3.05,3.45,12.1,11.72,2.75,11.74,12.16,10.91,,0.79,21.4,14.2,78.3,5.86,8.27,0.38,2.19,0.01,0.05,0.05,1.81,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLI,2016-01-01,2299.0,41.32,1838.0,21.22,2.64,3.16,9.67,9.12,2.11,9.81,10.3,7.74,,0.78,15.4,9.7,85.3,4.71,10.34,4.89,2.83,0.04,0.17,0.14,2.06,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,2022-01-01,6204.0,15.38,5816.0,9.93,1.41,1.16,5.77,5.36,1.32,6.09,6.57,5.41,,0.12,12.1,1.7,2.5,10.07,17.33,0.84,3.11,0.35,1.93,1.71,2.27,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,2021-01-01,7331.0,41.06,7497.0,9.29,1.55,1.46,8.81,8.41,1.58,6.63,7.03,9.01,,0.15,16.9,2.6,3.6,10.77,11.35,3.45,2.48,0.46,2.05,2.78,0.97,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,2020-01-01,5198.0,25.34,4547.0,10.91,1.39,1.23,3.27,3.13,1.21,6.39,6.98,2.86,,0.14,12.2,1.8,2.6,9.16,30.56,2.8,3.8,0.42,2.53,1.13,1.0,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,2019-01-01,4147.0,39.03,5254.0,9.62,1.24,1.15,8.84,6.62,1.57,8.06,8.79,11.2,,0.14,12.4,1.8,2.4,10.4,11.31,3.36,4.5,0.66,3.65,5.08,1.14,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,2018-01-01,2983.0,26.86,4193.0,7.76,0.99,0.94,6.73,5.63,1.39,7.29,7.85,9.46,,0.13,12.6,1.7,2.2,12.89,14.85,0.35,0.96,1.04,5.71,7.4,1.31,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,2017-01-01,4078.0,23.22,6387.0,23.5,1.39,1.43,6.26,6.0,2.18,20.33,23.7,9.8,,0.14,6.1,0.9,1.3,4.25,15.98,4.48,4.08,1.08,9.85,4.75,0.4,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,2016-01-01,3309.0,12.4,5031.0,42.64,1.29,1.21,7.05,7.5,1.95,25.14,35.29,10.71,,0.16,3.0,0.5,0.8,2.35,14.19,1.26,1.26,0.99,13.53,5.77,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,2015-01-01,2944.0,12.57,3766.0,31.89,1.26,1.18,8.88,11.25,1.62,19.96,26.6,11.36,,0.22,3.7,0.9,1.3,3.14,11.26,2.85,2.85,0.75,9.86,5.61,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,2014-01-01,3368.0,10.55,3962.0,19.13,1.53,1.45,15.06,13.46,1.79,12.03,13.77,17.72,,0.23,8.0,1.9,3.0,5.23,6.64,3.91,3.91,0.57,4.05,5.96,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,2013-01-01,3046.0,77.38,3534.0,18.8,1.54,1.48,4.26,4.34,1.79,16.03,20.27,4.94,,0.23,8.3,1.9,2.0,5.32,23.5,16.79,16.79,0.59,5.48,1.69,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUTU,2022-01-01,5716.0,14.12,4567.0,15.27,5.87,2.14,13.21,12.86,4.69,10.23,10.69,10.55,1.27,0.08,14.5,2.9,8.9,6.55,7.57,5.63,5.63,0.13,0.77,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUTU,2021-01-01,6655.0,11.74,3482.0,18.47,7.3,2.47,8.74,8.63,3.82,8.22,8.53,4.57,1.25,0.06,15.4,2.5,6.5,5.41,11.45,16.14,16.14,0.53,3.35,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUTU,2020-01-01,5956.0,417.28,688.0,34.83,13.94,5.56,2.26,2.26,1.61,3.48,3.67,0.26,1.13,0.06,27.0,2.4,8.4,2.87,44.22,14.41,14.41,1.34,7.29,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUTU,2019-01-01,1151.0,,549.0,62.74,8.46,3.52,4.85,4.56,4.03,17.54,24.05,2.31,,0.06,5.8,0.8,2.6,1.59,20.61,79.44,79.44,0.64,6.73,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUTU,2018-01-01,,,1330.0,,,,,,12.83,49.78,51.85,2.34,,0.06,19.3,0.3,3.8,,,26.7,26.7,10.49,7.54,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUTU,2017-01-01,,,769.0,,,,,,19.28,782.68,1778.98,3.25,,0.04,26.4,0.7,0.1,,,,,6.62,200.89,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRHC,2021-01-01,3548.0,13.78,3674.0,16.28,6.07,6.41,7.92,8.01,6.28,11.21,11.41,8.2,,0.22,43.1,8.2,13.2,6.14,12.62,1.6,1.6,1.62,2.74,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRHC,2020-01-01,3119.0,276.42,2883.0,21.92,11.73,11.25,5.86,5.84,10.84,15.28,15.64,5.41,,0.18,67.2,9.8,19.4,4.56,17.07,0.33,0.33,1.52,2.24,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRHC,2019-01-01,828.0,,834.0,33.36,9.94,6.31,10.28,10.03,10.0,19.03,20.85,10.34,,0.18,18.6,5.4,9.5,3.0,9.73,0.02,0.02,1.03,3.08,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRHC,2018-01-01,,,18.0,,,,,,0.24,0.7,0.77,0.33,,0.23,6.3,2.2,6.5,,,74.39,74.39,0.9,4.21,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRHC,2017-01-01,,,87.0,,,,,,1.5,2.49,2.6,0.73,,0.25,21.3,7.7,11.6,,,197.79,197.79,1.37,5.0,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVR,2022-01-01,4236.0,20.08,2828.0,8.89,1.53,2.76,8.34,7.97,1.02,3.93,4.36,5.57,2.53,0.87,33.4,15.0,26.3,11.25,12.0,5.27,8.02,0.45,0.96,1.35,2.75,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVR,2021-01-01,5301.0,18.99,3659.0,7.16,1.61,4.01,3.91,3.83,1.11,3.46,3.7,2.7,2.16,1.03,60.9,23.2,40.5,13.96,25.6,1.64,0.53,0.55,0.68,0.53,2.17,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVR,2020-01-01,4455.0,52.46,3284.0,12.71,1.97,3.62,4.82,4.55,1.45,6.0,6.86,3.55,2.23,0.84,35.8,13.1,27.7,7.87,20.76,1.32,3.57,0.58,1.31,0.78,2.25,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVR,2019-01-01,2922.0,0.9,2290.0,9.82,1.46,3.36,6.73,5.79,1.14,5.01,5.83,5.28,2.53,0.94,37.9,13.8,23.4,10.18,14.85,4.6,7.92,0.75,1.42,1.5,3.31,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVR,2018-01-01,2896.0,16.67,1970.0,7.68,1.4,3.82,3.55,3.41,0.95,3.82,4.05,2.41,1.98,1.2,58.0,22.0,63.4,13.03,28.18,1.01,1.96,0.26,0.38,0.24,2.97,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVR,2017-01-01,3476.0,29.99,2913.0,27.7,2.04,6.39,7.3,6.85,1.71,7.11,7.59,6.12,2.15,1.13,24.6,8.3,52.8,3.61,13.69,1.43,0.4,0.38,0.5,0.43,1.83,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVR,2016-01-01,2674.0,35.72,2233.0,24.87,1.86,5.07,6.63,6.34,1.55,8.86,9.85,5.54,2.0,1.01,23.8,7.5,29.9,4.02,15.09,1.13,0.97,0.41,0.86,0.53,2.1,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVR,2015-01-01,1970.0,4.47,1619.0,45.96,1.61,3.9,5.6,5.36,1.32,10.83,13.51,4.61,1.84,0.91,8.7,3.2,17.1,2.18,17.84,4.44,1.88,0.37,1.24,0.53,2.55,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVR,2014-01-01,1886.0,3.87,1623.0,21.71,2.06,3.42,9.31,8.73,1.77,9.31,10.43,8.02,1.77,0.75,16.7,7.1,22.2,4.61,10.74,8.74,6.45,0.42,1.34,1.16,2.29,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVR,2013-01-01,1962.0,121.91,1723.0,36.88,2.56,3.9,10.1,9.87,2.25,12.89,14.73,8.87,1.89,0.71,11.8,5.0,19.3,2.71,9.9,18.23,16.01,0.36,1.34,0.92,2.22,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRT,2022-01-01,3448.0,34.36,10334.0,13.01,1.46,2.57,5.37,4.88,4.37,13.91,15.27,16.1,,0.21,19.4,2.3,3.9,7.69,18.62,11.82,14.73,5.91,10.67,12.34,2.91,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRT,2021-01-01,5253.0,7.86,11244.0,11.02,1.87,3.39,4.73,4.48,4.0,12.04,12.98,10.12,,0.27,30.5,4.5,5.8,9.08,21.16,3.19,5.36,4.59,7.61,6.4,2.16,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRT,2020-01-01,4870.0,59.68,10215.0,7.5,1.5,3.32,4.87,4.59,3.15,8.58,9.08,10.21,,0.32,49.3,6.4,7.9,13.33,20.55,7.39,4.97,4.33,5.33,6.35,2.41,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRT,2019-01-01,3050.0,37.44,9072.0,52.05,2.01,3.28,27.49,18.07,5.98,33.03,43.4,81.76,,0.16,6.0,0.6,1.6,1.92,3.64,11.59,8.0,7.3,24.74,61.24,3.59,181.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRT,2018-01-01,4875.0,42.29,8948.0,16.84,2.6,4.63,7.31,6.82,4.76,13.97,15.45,13.42,,0.25,28.4,3.9,5.5,5.94,13.68,63.14,61.13,4.57,7.51,7.21,2.01,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRT,2017-01-01,3426.0,54.78,7839.0,1165.69,3.33,4.13,13.31,11.79,7.63,26.08,30.95,30.45,,0.18,0.6,0.0,3.0,0.09,7.52,62.38,60.62,5.96,16.45,19.21,1.75,3200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRT,2016-01-01,2213.0,29.38,4193.0,67.12,3.15,15.2,10.09,9.24,5.97,24.84,30.14,19.12,,0.18,23.5,0.8,2.4,1.49,9.91,9.05,7.38,14.84,12.8,9.85,1.67,115.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRT,2015-01-01,3134.0,,5013.0,150.07,3.94,23.98,13.28,12.04,6.3,32.42,41.43,21.25,,0.2,14.3,0.5,2.1,0.67,7.53,74.39,74.93,15.62,13.21,8.65,0.54,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRT,2014-01-01,,,1957.0,,,,,,2.71,6.48,7.21,8.27,,0.2,91.5,5.2,5.1,,,,,9.58,6.73,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAZ,2022-01-01,3910.0,20.54,4251.0,10.94,1.41,7.03,4.98,4.69,1.53,7.27,8.82,5.41,,0.43,53.3,5.6,7.3,9.14,20.08,11.15,16.16,3.96,3.76,2.8,5.01,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAZ,2021-01-01,4920.0,3.14,5075.0,9.32,1.54,5.05,5.95,5.68,1.59,6.18,7.15,6.14,,0.48,61.3,8.0,10.5,10.73,16.81,0.17,4.18,2.29,2.72,2.71,4.34,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAZ,2020-01-01,4770.0,5.86,5625.0,11.85,1.86,5.23,9.3,8.28,2.19,9.35,11.21,10.97,,0.47,59.8,7.4,8.0,8.44,10.75,2.24,6.71,2.51,3.81,4.46,4.47,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAZ,2019-01-01,4506.0,5.92,5555.0,15.73,1.74,7.39,7.09,6.65,2.15,11.64,14.56,8.74,,0.47,45.1,5.2,6.0,6.36,14.11,10.55,16.6,3.81,4.87,3.66,6.05,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAZ,2018-01-01,4790.0,29.7,4939.0,9.09,1.7,5.22,7.34,6.85,1.75,6.96,7.31,7.57,,0.59,52.2,11.1,14.7,11.01,13.63,2.05,5.94,1.56,2.02,2.2,3.89,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAZ,2017-01-01,6813.0,27.77,6484.0,26.87,2.58,5.68,6.8,6.62,2.45,7.62,7.91,6.47,,0.56,20.7,5.4,18.8,3.72,14.71,0.12,5.58,0.99,1.4,1.19,5.46,134.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAZ,2016-01-01,5332.0,8.71,5333.0,13.75,2.29,4.31,8.96,8.43,2.29,9.79,10.43,8.96,,0.55,32.4,9.1,12.5,7.27,11.16,0.46,7.15,0.96,2.18,2.0,6.69,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAZ,2015-01-01,5841.0,10.03,5672.0,5.92,2.48,4.45,6.78,6.58,2.41,590.48,244.71,6.59,,0.6,105.2,25.3,0.6,16.89,14.75,0.42,3.5,0.76,103.93,1.16,3.08,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAZ,2014-01-01,6492.0,11.0,6443.0,15.19,2.82,9.19,9.07,8.82,2.8,11.78,12.57,9.0,,0.75,75.4,13.8,17.5,6.58,11.03,0.06,2.42,1.5,1.94,1.48,2.47,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAZ,2013-01-01,5849.0,55.98,6009.0,36.51,2.95,10.44,12.39,11.1,3.03,24.36,28.36,12.73,,0.68,29.7,5.5,7.4,2.74,8.07,3.41,1.12,1.9,4.31,2.25,2.29,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJT,2022-01-01,1799.0,0.06,1761.0,19.87,1.75,9.72,7.52,7.41,1.72,10.78,13.84,7.36,,1.01,62.0,8.9,15.4,5.03,13.3,37.16,38.64,0.73,0.83,0.57,1.48,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJT,2021-01-01,1798.0,0.4,1755.0,16.93,1.81,14.95,15.28,14.48,1.77,10.29,12.93,14.91,,0.98,84.3,10.5,17.0,5.9,6.55,1.78,9.32,1.31,0.92,1.33,7.54,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJT,2020-01-01,1791.0,71.88,1664.0,15.24,1.7,11.61,3.89,3.81,1.58,8.78,10.87,3.61,,1.0,91.3,11.2,17.9,6.56,25.72,72.41,71.93,1.12,0.91,0.37,0.48,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJT,2019-01-01,1042.0,20.8,1030.0,35.24,1.45,33.19,5.15,4.93,1.44,12.76,21.48,5.09,,0.85,171.2,3.5,6.8,2.84,19.43,3.14,2.66,6.51,2.53,1.01,0.48,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJT,2018-01-01,862.0,1.72,786.0,31.74,1.49,32.6,7.45,7.02,1.36,21.78,30.1,6.79,,1.01,21.7,4.7,7.4,3.15,13.42,28.61,28.05,1.13,0.83,0.26,0.56,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJT,2017-01-01,848.0,52.53,702.0,26.05,1.7,5.39,7.7,7.62,1.41,50.28,120.55,6.38,,0.92,25.7,6.0,1.6,3.84,12.99,3.09,2.65,,,,0.44,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJT,2016-01-01,556.0,9.38,404.0,183.24,1.11,64.95,5.36,4.76,0.81,19.8,63.46,3.89,,0.93,22.4,0.6,2.0,0.55,18.66,0.19,0.47,,,,0.66,117.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC,2022-01-01,2632.0,36.01,2617.0,17.51,2.67,5.92,97.36,79.78,2.66,12.71,13.22,96.81,,0.86,34.4,13.1,16.7,5.71,1.03,4.24,2.01,0.43,0.94,7.13,6.25,104.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC,2021-01-01,4114.0,37.57,3785.0,11.26,2.67,8.41,4.47,4.39,2.46,7.79,7.91,4.11,,1.2,76.9,28.3,40.1,8.88,22.38,2.91,7.97,0.39,0.4,0.21,10.88,117.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC,2020-01-01,2990.0,56.8,2984.0,16.72,3.17,6.23,7.7,6.97,3.16,12.69,12.94,7.68,,0.91,40.1,17.3,21.0,5.98,12.99,7.04,1.84,0.41,0.84,0.51,8.88,131.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC,2019-01-01,1907.0,1.36,1936.0,18.15,2.56,4.31,9.4,9.11,2.59,15.89,16.56,9.55,,0.91,26.7,12.8,14.4,5.51,10.64,6.25,3.94,0.45,1.62,0.97,10.18,155.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC,2018-01-01,1933.0,25.27,1672.0,13.74,2.18,4.78,5.04,4.95,1.89,9.51,9.77,4.35,,1.15,38.0,18.2,27.6,7.28,19.86,5.42,8.78,,,,14.19,149.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC,2017-01-01,2587.0,47.54,2373.0,88.0,3.78,7.96,11.37,11.09,3.47,9.24,9.37,10.43,,1.02,9.8,4.4,50.7,1.14,8.79,3.13,1.99,,,,5.11,258.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC,2016-01-01,1754.0,16.55,1434.0,45.68,2.86,8.28,7.67,7.57,2.34,21.6,22.69,6.27,,1.28,19.8,8.0,21.4,2.19,13.04,0.32,9.39,,,,9.71,179.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC,2015-01-01,1505.0,16.05,1256.0,45.45,2.73,8.94,10.84,10.54,2.28,21.07,22.05,9.05,,1.28,23.1,7.7,19.7,2.2,9.22,0.49,2.93,,,,3.43,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPR,2022-01-01,2322.0,27.25,2142.0,20.98,1.63,2.2,9.09,10.32,1.5,12.25,14.89,8.38,,0.71,10.9,5.5,9.1,4.77,11.01,0.06,4.98,0.18,1.06,0.73,5.04,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPR,2021-01-01,3191.0,77.02,2474.0,11.46,1.57,3.01,4.65,4.51,1.22,5.72,6.35,3.6,,0.94,28.7,12.9,24.6,8.73,21.51,13.78,10.17,0.24,0.59,0.37,3.61,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPR,2020-01-01,1803.0,57.08,1641.0,44.51,1.46,2.17,2.37,2.31,1.33,14.25,27.49,2.15,,0.7,5.3,2.3,4.0,2.25,42.28,6.92,5.26,0.42,3.01,0.45,1.65,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPR,2019-01-01,1148.0,17.57,1308.0,10.71,1.38,1.57,18.73,16.93,1.57,8.42,9.6,21.35,,0.62,15.6,8.0,9.5,9.34,5.34,3.81,1.99,0.56,2.64,6.7,1.82,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPR,2018-01-01,976.0,25.09,1153.0,19.53,1.32,1.44,1.98,1.91,1.56,12.28,15.36,2.33,,0.5,7.3,3.4,4.2,5.12,50.6,3.44,3.59,0.34,2.42,0.46,7.03,135.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPR,2017-01-01,1303.0,18.8,2084.0,20.09,1.58,1.88,6.68,6.42,2.53,143.48,256.25,10.68,,0.42,8.7,3.3,0.3,4.98,14.96,1.56,0.31,1.17,56.07,4.18,1.25,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPR,2016-01-01,1097.0,78.78,1935.0,49.97,1.47,1.45,77.02,340.13,2.59,168.89,49.51,135.85,,0.35,2.8,1.0,1.5,2.0,1.3,11.19,11.19,1.2,79.28,63.77,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
